url,additions,deletions,total,changed_files,hunks,functions,hunks_dict
https://github.com/architsharma97/VisualDialog/commit/3490a4692c78cb291dfe55871d7dcee1b6fa2df2,1,1,2,1,1,"{'num': 1, 'function': {'late_fusion_encoder.py': ['build_lfe']}}","{'add': {1: 1}, 'del': {1: 1}}"
https://github.com/a1exwang/theano-chord-detection/commit/98f6093d0cfa1959c400be435e3aa5cb2a8b9df5#diff-6f8e4ecb16307913db7048d3f0d5f652R10,97,73,170,4,27,"{'num': 16, 'function': {'layers.py': ['forward', '__init__'], 'maps_db.py': ['deserialize_samples', 'init_from_cache', 'do_transformation', 'data_iterator', '_is_dir', 'ucho', 'get_vec_input_width', 'serialize_sample', 'redis_guid', 'init_for_uncached', 'load_cache'], 'play.py': ['get_midi_values_from_output', 'play'], 'run_mlp.py': ['signal_handler']}}","{'add': {1: 16, 4: 1, 5: 2, 40: 1, 8: 1, 2: 4, 13: 1}, 'del': {1: 11, 47: 1, 2: 3, 6: 1, 3: 1}}"
https://github.com/astooke/Synkhronos/commit/366a17661df320c3cec3b978b151d7f8e240e8f6,1,1,2,1,1,"{'num': 1, 'function': {'demos/lasagne_mnist/train_mnist_gpu_data.py': ['main']}}","{'add': {1: 1}, 'del': {1: 1}}"
https://github.com/khshim/lemontree/commit/a028c157b35f5c9b55ddf2e9d295de0a614050ae#diff-ae4f186aa45d56af9e1b05c517c117b0R111,60,101,161,7,14,"{'num': 6, 'function': {'example/cifar10_wrn.py': [], 'lemontree/controls/history.py': ['print_keys', '__init__', 'best_loss_and_epoch_of_key', 'check_earlystopping'], 'lemontree/generators/sequence.py': ['get_minibatch']}}","{'add': {1: 6, 2: 2, 4: 1, 46: 1}, 'del': {1: 6, 11: 1, 45: 1, 40: 1}}"
https://github.com/olimastro/DeepMonster/commit/f800cca2bb072602efe6745090dba12aac9ceaa5#diff-e2e97b35c310b04df2c14f0c48c1db0dR317,48,18,66,6,17,"{'num': 9, 'function': {'deepmonster/adlf/convolution.py': [], 'deepmonster/adlf/initializations.py': [], 'deepmonster/adlf/utils.py': ['parse_experiments', 'infer_odim_conv', 'prefix_vars_list'], 'deepmonster/fuel/streams.py': ['get_celeba', 'create_stream'], 'deepmonster/lasagne/nn.py': ['conv_layer'], 'tools/display_monitored.py': ['parse_requests']}}","{'add': {1: 7, 18: 1, 2: 1, 5: 3, 6: 1}, 'del': {1: 8, 2: 2, 6: 1}}"
https://github.com/aissehust/sesame-paste-noodle/commit/0cb05e4f347528847f93a5a3466012103b091d98,2,2,4,1,2,"{'num': 1, 'function': {'mlbase/gradient_optimizer.py': ['__call__']}}","{'add': {2: 1}, 'del': {1: 2}}"
https://github.com/dstein64/PyFactorizationMachines/commit/3a172aec7cb790ed4892f595b6081ebf796acd5c#diff-91142ea2f3d0c522c537c007d2720191R12,14,7,21,3,8,"{'num': 6, 'function': {'example.py': [], 'pyfms/core.py': ['get_weights', 'load_weights', 'set_weights'], 'pyfms/regularizers.py': ['regularize'], 'setup.py': []}}","{'add': {1: 5, 4: 1, 3: 1, 2: 1}, 'del': {1: 7}}"
https://github.com/aidangomez/NICE/commit/f78f26277e41674d37b340fe286bee613a8a3944#diff-ce1e5655484a0693bbfeb80ca2c9200aR44,4,4,8,1,1,"{'num': 1, 'function': {'data.py': ['partition_data']}}","{'add': {4: 1}, 'del': {4: 1}}"
https://github.com/lene/nn-wtf/commit/2395f12fe50951fcd15a8d20ad15cf71ab033611#diff-ce049c4a6e0960821785826b846d45cbL49,8,6,14,1,6,"{'num': 1, 'function': {'nn_wtf/tests/save_and_restore_test.py': ['test_prediction_with_trained_graph']}}","{'add': {1: 4, 2: 2}, 'del': {1: 6}}"
https://github.com/dennybritz/cnn-text-classification-tf/commit/c8eccb235be4b5e192d3914ba3d102e32684e360#diff-e44f4a60e89e820dde9bb27afa634965L100,9,9,18,1,7,"{'num': 1, 'function': {'train.py': []}}","{'add': {2: 2, 1: 5}, 'del': {2: 2, 1: 5}}"
https://github.com/dennybritz/cnn-text-classification-tf/commit/673b7d1e5d5d108c4a5975e02de154d8124be0ff#diff-e44f4a60e89e820dde9bb27afa634965L129,2,2,4,1,2,"{'num': 1, 'function': {'train.py': []}}","{'add': {1: 2}, 'del': {1: 2}}"
https://github.com/lopuhin/tf-rnn-char-autoencoder/commit/2b3e12a8ca856f41145f7e5ae423f51b488e43e1#diff-9ca93d64d917c710da1e260863132b89L58,9,8,17,1,8,"{'num': 3, 'function': {'autoencoder.py': ['train', 'main', 'loop_function']}}","{'add': {2: 1, 1: 7}, 'del': {1: 8}}"
https://github.com/sugyan/tf-face-recognizer/commit/b1ccdf2b1215188181209f60c6668f61d6fdaaf3#diff-6ab350a26f9ea6941e8580ad95c17270L39,4,4,8,2,4,"{'num': 3, 'function': {'model/recognizer.py': ['inputs'], 'model/train.py': ['main', 'restore_or_initialize']}}","{'add': {1: 4}, 'del': {1: 4}}"
https://github.com/kupospelov/classify/commit/3a66c90cb5a2f7b928f52dde00603bcf5dfe45e2#diff-913808e204914b1ba8dba5ed14b76f15L109,2,2,4,2,2,"{'num': 2, 'function': {'classify/model.py': ['build_graph'], 'runner.py': []}}","{'add': {1: 2}, 'del': {1: 2}}"
https://github.com/hardikbansal/CycleGAN/commit/f3cde5a3d4e83e2624072e69f7e32dc70af6911f#diff-7e81115cf79c1edeec1c6ba1082c2d3dL26,3,1,4,2,9,"{'num': 2, 'function': {'experiment.py': ['train'], 'layers.py': ['general_conv2d']}}","{'add': {2: 4, 3: 1, 1: 3}, 'del': {1: 3, 3: 1}}"
https://github.com/JayYip/cws-tensorflow/commit/4469dae1326bcc53b29913dd1b701c3b1a99824d#diff-d0f0ead2c3c3844565e9ee2973802522L34,18,93,111,3,12,"{'num': 5, 'function': {'data/build_pku_msr_input.py': [], 'lstm_based_cws_model.py': ['build_inputs', 'build_chr_embedding'], 'ops/input_ops.py': ['parse_example_queue', 'example_queue_shuffle']}}","{'add': {1: 9, 6: 1, 4: 1}, 'del': {1: 9, 2: 1, 82: 1}}"
https://github.com/KienHuynh/FCN-CTSCAN/commit/e789ae30fa89ce2ee5d708c572394faffeb23a9a#diff-03c2a16ca724e0a0cda5faf935dfb481L30,5,6,11,1,5,"{'num': 3, 'function': {'tfun/loss.py': ['softmax_log_loss', 'total_loss', '__init__']}}","{'add': {1: 5}, 'del': {1: 4, 2: 1}}"
https://github.com/Kyushik/DRL/commit/cf2d54ad3d316c3d1f8f258bf64be6db35e6bd35#diff-09a86ac562374751b6e8ad58f652f4eaL176,86,86,172,2,40,"{'num': 2, 'function': {'Deep_Q_Learning.py': [], 'Double_Deep_Q_Learning.py': []}}","{'add': {1: 12, 3: 8, 2: 18, 7: 2}, 'del': {1: 12, 3: 8, 2: 18, 7: 2}}"
https://github.com/bornabesic/cnn-text-classification/commit/8fea04426c70fe112e659586479bb6dd5c73c652#diff-9bfd36fda4a9711ad4ce6bbee4ac1358L114,25,11,36,6,10,"{'num': 7, 'function': {'CNN_NonLinearFC.py': ['__init__'], 'CNN_TwoConvLayers.py': ['__init__'], 'CNN_YoonKim.py': ['__init__'], 'CNN_YoonKim_Xavier.py': ['__init__'], 'data.py': ['get_dataset_classes', 'load_model', 'process_sentence']}}","{'add': {1: 5, 17: 1, 2: 2}, 'del': {1: 6, 3: 1, 2: 1}}"
https://github.com/melkonyan/BA_WassersteinGAN/commit/6e02f3c6b4aea0d38bb9534d9fb2891defe307f4#diff-620fe4eecf6c606b75106f6a2e339f1fL45,2,2,4,1,2,"{'num': 1, 'function': {'cross_dis.py': ['run']}}","{'add': {1: 2}, 'del': {1: 2}}"
https://github.com/zhfzhmsra/RecTools__test_tensorflow_deeprec/commit/334febb4cb011963d3a96c08a07d36d2bc5164ee#diff-8d517272a839188d71f0296647de2159L18,3,3,6,1,3,"{'num': 2, 'function': {'ops.py': ['optimization', 'inference_svd']}}","{'add': {1: 3}, 'del': {1: 3}}"
https://github.com/mvpcamus/crp/commit/cae866d373bbbf787839c21458b1895b9a45d8f6#diff-afcea76d45b7d76301b048db4785cf37L92,12,20,32,1,5,"{'num': 3, 'function': {'cr_tf.py': ['main', 'output', '__init__']}}","{'add': {1: 2, 8: 1, 2: 1}, 'del': {1: 2, 16: 1, 2: 1}}"
https://github.com/a10y/squadgoals/commit/0659c5bb41bcea2eb9d5728c1521c614676a42ce#diff-39ecd635a182d16b878225e3848c7c54L174,61,24,85,1,15,"{'num': 4, 'function': {'match_lstm.py': ['build_graph', 'main', '__init__', '__call__']}}","{'add': {1: 7, 6: 1, 7: 1, 22: 1, 4: 2, 3: 1, 8: 1}, 'del': {1: 6, 4: 1, 5: 1, 3: 3}}"
https://github.com/MrGemy95/DL-Playground/commit/8d5d34474b3d49bdf6942ef68d82df17a780255e#diff-27402cd9b31b6babb739d5445a1f39caL22,16,85,101,8,12,"{'num': 9, 'function': {'Tensorflow/ConvNueralNetwork/model.py': ['build_model'], 'Tensorflow/ConvNueralNetwork/train.py': ['train'], 'Tensorflow/LSTM/model.py': ['build_model'], 'Tensorflow/LSTM/train.py': ['train'], 'Tensorflow/NeuralNetwork/train.py': ['train'], 'Tensorflow/auto_encoder/train.py': ['train'], 'Tensorflow/base/base_train.py': ['summarize', 'init_summaries'], 'Tensorflow/layers.py': ['flatten']}}","{'add': {3: 2, 1: 5, 5: 1}, 'del': {2: 2, 3: 2, 8: 1, 1: 5, 24: 1, 39: 1}}"
https://github.com/barronalex/Tacotron/commit/78c44ea969dcebf6b97aeed8e7f6b64c7ed52909#diff-303771e1128c4cb794c527656ce930a1L111,12,8,20,4,11,"{'num': 5, 'function': {'models/ops.py': ['CBHG', 'highway'], 'models/tacotron.py': ['inference'], 'models/vanilla_seq2seq.py': [], 'train.py': ['train']}}","{'add': {1: 8, 4: 1}, 'del': {1: 4, 2: 2}}"
https://github.com/one-leaf/tensorflow/commit/56dbd5e5050502af4a851ceed63ec872bc1c646b#diff-2e47864545dea28785ac778770432b7eL116,5,5,10,1,3,"{'num': 1, 'function': {'5/2/2.py': ['convolutional_neural_network']}}","{'add': {1: 1, 2: 2}, 'del': {1: 1, 2: 2}}"
https://github.com/visipedia/tf_classification/commit/72fa14d00d724735c72850920fb01654d54bcc5a#diff-f285b4f1d6b7f3737aa579afeac1ac68L381,1,1,2,1,1,"{'num': 1, 'function': {'preprocessing/inputs.py': ['get_region_data']}}","{'add': {1: 1}, 'del': {1: 1}}"
https://github.com/raviqqe/tensorflow-font2char-lm/commit/e270fb73cf81d8bb3de138ade331131d62c1c09c#diff-32567a304acaad1e94c5747cfe3c1ce4L10,34,21,55,3,15,"{'num': 4, 'function': {'examples/char_lm/main.py': ['def_convert_text', 'def_read_file'], 'font2char_lm/ar_lm.py': ['def_ar_lm'], 'font2char_lm/char_lm.py': ['def_char_lm']}}","{'add': {5: 1, 4: 1, 3: 4, 2: 4, 1: 5}, 'del': {5: 1, 2: 4, 1: 8}}"
https://github.com/iwyoo/tf_ThinPlateSpline/commit/25b9d57dbfa9bb5abcc73129215a2788cf8d0875#diff-9c06724452fcdf536a4c2271d45eb6aeL25,24,26,50,2,18,"{'num': 2, 'function': {'ThinPlateSpline.py': ['ThinPlateSpline'], 'ThinPlateSpline2.py': ['ThinPlateSpline2']}}","{'add': {1: 14, 2: 2, 3: 2}, 'del': {1: 14, 2: 2, 4: 2}}"
https://github.com/ikhlestov/vision_networks/commit/588bc788eb9368360381ed95f8a1a9441cd2d316#diff-2e6e813c302b036919c4fc75838173d4L289,49,30,79,1,30,"{'num': 11, 'function': {'models/dense_net.py': ['_define_inputs', 'logs_path', 'avg_pool', '_build_graph', '_initialize_session', '__init__', 'train_all_epochs', 'save_model', 'trainsition_layer_to_classes', 'log_loss_accuracy', 'train_one_epoch']}}","{'add': {2: 6, 1: 15, 9: 1, 8: 1, 5: 1}, 'del': {1: 21, 4: 1, 3: 1, 2: 1}}"
https://github.com/pouyatafti/hse/commit/9b45ff12d53fc77fe0843305dc8a0a7407b06f90#diff-29936c7bfaeacab96b326ea174f14694L94,63,42,105,1,33,"{'num': 1, 'function': {'hiseq.py': ['_descendants']}}","{'add': {1: 21, 2: 5, 4: 1, 23: 1, 3: 2}, 'del': {1: 22, 4: 1, 3: 1, 2: 4, 5: 1}}"
https://github.com/renmengye/resnet/commit/d62b28fd807eea3250e24512a7dc33352a93d0e2#diff-5b81ad5f8101635898b7418274170faaL69,6,5,11,4,6,"{'num': 4, 'function': {'resnet/configs/cifar_exp_config.py': ['__init__'], 'resnet/models/nnlib.py': ['weight_variable'], 'resnet/models/resnet_model.py': ['__init__'], 'run_cifar_exp.py': []}}","{'add': {1: 6}, 'del': {1: 5}}"
https://github.com/dEcmir/lego_yolo/commit/897d1c6bdda13655f9a5b58578aa74461c1f9b22#diff-3fa8d87b43ebb0f59b05fa6445c4b283L18,21,17,38,3,16,"{'num': 5, 'function': {'batch.py': ['batch', 'shuffle'], 'load.py': ['graph_construction', 'add_fully_connected_layer'], 'train.py': ['launch_training']}}","{'add': {2: 3, 1: 12, 3: 1}, 'del': {1: 12, 2: 1, 3: 1}}"
https://github.com/xiscosc/MasterThesis-anp-2016-dist/commit/4d599f830d182251e8e0aa59f7bf2c76595fd7dc#diff-52972acda16f7d6816be26698dfb6f08L69,6,6,12,3,6,"{'num': 4, 'function': {'cnn_definitions/vgg_preprocessing.py': ['_mean_image_subtraction', '_crop'], 'main_dist.py': ['loss'], 'train/batch_generator_mvso_dist.py': ['parse_example_proto']}}","{'add': {1: 6}, 'del': {1: 6}}"
https://github.com/cmasch/densenet/commit/693d772ae9dcdb4d524b25d7d2f6428de4a524ff#diff-c2b6594e13ad2d2a2a95b63e38ccf9beL60,15,7,22,1,6,"{'num': 1, 'function': {'densenet.py': ['DenseNet']}}","{'add': {1: 4, 11: 1}, 'del': {1: 5, 2: 1}}"
https://github.com/csvance/deep-connect-four/commit/e97ea051b41bfc20862f8cc6c82fc3ee5ff62b7a#diff-74d0486597620d9f448c045f7bf673c4L229,76,124,200,3,35,"{'num': 7, 'function': {'c4.py': ['ai_vs_ai'], 'c4_game.py': ['current_turn', 'state'], 'c4_model.py': ['analyze_move', '__init__', 'predict', 'column_analysis']}}","{'add': {1: 18, 2: 5, 7: 3, 4: 3, 6: 1, 3: 3}, 'del': {1: 13, 2: 9, 7: 1, 44: 1, 4: 3, 5: 2, 14: 1, 6: 1}}"
https://github.com/AidDun/jazzCNN/commit/856efda9016eb2a21250230307ddb41b73137eb9#diff-ff7904f4e26537b8faf57b23a3b9ca8eR101,28,23,51,2,14,"{'num': 3, 'function': {'generate.py': ['train'], 'preprocessing.py': ['preprocess'], 'train.py': []}}","{'add': {2: 2, 1: 4, 7: 2, 3: 2}, 'del': {1: 7, 2: 1, 4: 2, 3: 2}}"
https://github.com/bachelor10/gatherer/commit/30bf3e51bc131ce38be849e9f6bab95f1a55b12c#diff-42fe80968c62060a9d4af7985175e98eL110,31,30,61,2,25,"{'num': 9, 'function': {'machine_learning/class_model.py': ['sort_groups', 'fraction_search', 'classify_segments', 'find_fractions', 'get_latex', 'feed_traces', 'pre_process', 'scale_linear_bycolumn'], 'machine_learning/preprossessing.py': []}}","{'add': {1: 13, 2: 4, 7: 1, 3: 1}, 'del': {1: 15, 4: 1, 2: 4, 3: 1}}"
https://github.com/anastassia-b/neural-algorithm-artistic-style/commit/59d9a46ccb67f290714c0d6e51c58bb2a0ad38e8#diff-e44f4a60e89e820dde9bb27afa634965R31,1,1,2,1,1,"{'num': 1, 'function': {'train.py': []}}","{'add': {1: 1}, 'del': {1: 1}}"
https://github.com/michalgdak/car-recognition/commit/68c2cf7673390dfa3d66f60c85aadad4f7fe3d65#diff-b767fb4bf76e70006dc38d20add756caR98,6,6,12,1,6,"{'num': 2, 'function': {'car-recognition-aws/matlabtester.py': ['main', 'model']}}","{'add': {1: 6}, 'del': {1: 4, 2: 1}}"
https://github.com/LucasVandroux/kitti_zoo_keras/commit/ef800228c478289183dd47ac29b80ac2c8624f7f#diff-6f4099e05b1e105d3d71ddfc6c3f4248R60,11,11,22,2,7,"{'num': 2, 'function': {'models/faster_rcnn/train.py': ['train'], 'train_model.py': []}}","{'add': {4: 2, 1: 3}, 'del': {1: 4, 3: 1, 4: 1}}"
https://github.com/naykun/TF_PG_GANS/commit/efc6c3681587319c72e0e867b2b0e673aa018c17#diff-9a69c1e07ab167ba8a4d10598cdf2708R173,80,36,116,2,34,"{'num': 6, 'function': {'Tensorflow-progressive_growing_of_gans/layers.py': ['call', 'build', '__init__'], 'Tensorflow-progressive_growing_of_gans/model.py': ['Discriminator', 'Generator', 'G_convblock']}}","{'add': {1: 26, 2: 5, 7: 1, 37: 1}, 'del': {1: 24, 2: 5, 3: 1}}"
https://github.com/acflorea/keras-playground/commit/9dbf2a1dcdfdf7732d3d36d6c698c835b0330ffa#diff-98fc24c41635a59aa234b8151efd178cL40,1,1,2,1,1,"{'num': 1, 'function': {'cifar10-cnn.py': ['main']}}","{'add': {1: 1}, 'del': {1: 1}}"
https://github.com/GINK03/keras-rnn-music-super-resolution/commit/9008b1fc3437c048cf8c4fe0c3f70cd1f9da750b#diff-db97d29c5192a8241d4fd19f4f95cdf9L26,10,9,19,3,6,"{'num': 3, 'function': {'10-scan.py': [], '20-make-dataset.py': [], 'rnn-super-resolution.py': []}}","{'add': {3: 2, 1: 4}, 'del': {3: 2, 1: 3}}"
https://github.com/dhkim0225/keras-image-segmentation/commit/992685cde39c3d53ea881d22b9cb26e84963d4bb#diff-e912d89a2f9b4ff3565ea4de391e7fe8L89,10,9,19,1,4,"{'num': 1, 'function': {'dataset_parser/generator.py': ['data_generator']}}","{'add': {3: 1, 4: 1, 1: 1, 2: 1}, 'del': {2: 2, 4: 1, 1: 1}}"
https://github.com/dhkim0225/keras-image-segmentation/commit/3e934060d40575a7cffdd868d61e5798894d02fd#diff-045db6005888172d12d788cbe657895aL122,12,5,17,1,6,"{'num': 2, 'function': {'temp/h5_test.py': ['image_collection', 'h5py_test']}}","{'add': {1: 1, 4: 1, 2: 2, 3: 1}, 'del': {1: 1, 2: 2}}"
https://github.com/javiermzll/Image-Recognition/commit/e2d3ff925460060f0127c894368147b54b5f03c0#diff-11ea4bad200344f858016af28539a921L46,29,36,65,3,4,"{'num': 3, 'function': {'app/import_data.py': ['get_labels'], 'app/model.py': ['model_fn'], 'main.py': []}}","{'add': {1: 2, 28: 1}, 'del': {1: 2, 3: 1, 31: 1}}"
https://github.com/taashi-s/UNet_Keras/commit/b1b6d938bdd7a3e30f3d1fa58009f4850cbc2958#diff-bc57afc5cbbf044720269fdcd69ee275L31,8,4,12,2,4,"{'num': 2, 'function': {'src/main.py': ['train'], 'src/unet.py': ['__init__']}}","{'add': {1: 3, 5: 1}, 'del': {1: 2, 2: 1}}"
https://github.com/taashi-s/UNet_Keras/commit/fd81da67bfcf173331e03687425040138e76bc8f#diff-bc57afc5cbbf044720269fdcd69ee275L5,27,24,51,1,8,"{'num': 1, 'function': {'src/unet.py': []}}","{'add': {1: 5, 2: 1, 9: 1, 11: 1}, 'del': {1: 3, 6: 2, 2: 1, 7: 1}}"
https://github.com/keras-team/keras/commit/b8fddc862e3c5dc8b00fba7ba63498a3adb5750f#diff-1e5b563b206a53565c3d1e47fd3b774fR176,1,0,1,1,1,"{'num': 1, 'function': {'examples/babi_memnn.py': []}}","{'add': {1: 1}, 'del': {}}"
https://github.com/titu1994/Keras-IndRNN/commit/6ec03d6ae374ca745630e7830d45b643b62690be#diff-7b0942bacdbd5b4a250854259c6060baL32,137,2,139,4,33,"{'num': 9, 'function': {'examples/addition_problem.py': [], 'examples/imdb.py': [], 'examples/sequential_mnist.py': [], 'ind_rnn.py': ['call', 'bias_initializer', 'get_config', 'build', 'implementation', '__init__']}}","{'add': {66: 1, 1: 7, 4: 1, 2: 5, 65: 1, 6: 1, 8: 1, 7: 1, 3: 1, 5: 1, 12: 1}, 'del': {1: 16, 3: 2, 2: 4, 4: 3, 5: 1}}"
https://github.com/dishen12/keras_frcnn/commit/38413c69129673d192f38daa553b98af1008c950#diff-7f2c3576f24cab02a78a3ee2f1c7e12dL90,4,2,6,1,4,"{'num': 1, 'function': {'keras_frcnn/vgg.py': ['classifier']}}","{'add': {1: 4}, 'del': {1: 2}}"
https://github.com/jah3xc/CNNFinalProject/commit/fd1a8997a016a36b9d76153869a89273a103c592#diff-2f3cc6dcd038d3a4c27c9e5b772ed320L124,1,1,2,1,1,"{'num': 1, 'function': {'src/ConvolutionalNeuralNetwork.py': ['compile']}}","{'add': {1: 1}, 'del': {1: 1}}"
https://github.com/germain-hug/Deep-RL-Keras/commit/695f77bad3710951486c382d4618b4fe25f4a458#diff-cf708c5e698033e4f1bd090dbf6deb65L21,43,24,67,5,24,"{'num': 7, 'function': {'A2C/a2c.py': ['policy_action', 'train'], 'A2C/actor.py': ['network'], 'A2C/agent.py': ['fit'], 'A2C/critic.py': ['network'], 'A2C/main.py': ['tfSummary', 'main']}}","{'add': {1: 15, 3: 2, 2: 2, 5: 1, 13: 1}, 'del': {1: 15, 2: 3, 3: 1}}"
https://github.com/yagotome/lstm-ner/commit/12d7e3af2788d9cbad747b62d999a978a1cb1df9#diff-5f79755ffb64aa2a353f52e622a5ee79R36,21,14,35,3,14,"{'num': 6, 'function': {'lstm_ner/__main__.py': [], 'lstm_ner/ner_model.py': ['__init__'], 'lstm_ner/utils.py': ['read_input_file', 'read_embeddings_file', 'create_context_windows', 'normalize_word']}}","{'add': {2: 4, 1: 6, 4: 2}, 'del': {1: 7, 2: 2, 3: 1}}"
https://github.com/notem/keras-alexnet/commit/94638c596ca6f3f474241e8a058fd893e1f5ffaa#diff-764b329daacff75ce11bd4aac20ab11dL198,1,1,2,1,1,"{'num': 1, 'function': {'alexnet.py': ['main']}}","{'add': {1: 1}, 'del': {1: 1}}"
https://github.com/keras-team/keras-applications/commit/05ff4705388b34c9d335f350753e1e99df2fc0e9#diff-030f49b9552b80d86250648cffe76ef4L388,7,3,10,1,3,"{'num': 2, 'function': {'keras_applications/mobilenet.py': ['_depthwise_conv_block', '_conv_block']}}","{'add': {1: 2, 5: 1}, 'del': {1: 3}}"
https://github.com/GuangyuZheng/Keras-NRE/commit/531b698f83572b2a2e916aa5bd3948ee0a70d3ee#diff-130210d22a116cf4654ea7248c0ae965R30,36,33,69,5,19,"{'num': 5, 'function': {'custom_layers.py': ['call'], 'initial.py': ['seperate'], 'network.py': ['model'], 'plot_pr.py': [], 'train_GRU.py': []}}","{'add': {1: 9, 2: 5, 3: 2, 12: 1}, 'del': {1: 12, 2: 4, 5: 1, 9: 1}}"
https://github.com/mateusz93/Car-recognition/commit/94b36eae3b400d85d8f18ca39480266c8c518549#diff-2a418623c347a42bc5bdfdaafb80fd6bR90,2,1,3,1,2,"{'num': 1, 'function': {'keras_classificator_v2.py': ['training']}}","{'add': {1: 2}, 'del': {1: 1}}"
https://github.com/j40903272/MalConv-keras/commit/a0c3f1c22a24599bcce809e979722875e55e9ceb#diff-cf2080fbdb3f0364e7159e58bd89013dL17,44,17,61,3,25,"{'num': 3, 'function': {'malconv.py': ['Malconv'], 'preprocess.py': ['preprocess'], 'train.py': ['train']}}","{'add': {2: 6, 1: 15, 3: 1, 14: 1}, 'del': {1: 11, 2: 3}}"
https://github.com/niitsuma/word2vec-keras-in-gensim/commit/b1cd8b6b107c2824238a4ef3aa5ec04c5d0a0951#diff-16ece273cde9d988bcc0875c6ce7bbdbL185,4,4,8,2,3,"{'num': 2, 'function': {'setup.py': ['setup'], 'word2veckeras/word2veckeras.py': ['build_keras_model_cbow']}}","{'add': {1: 2, 2: 1}, 'del': {1: 2, 2: 1}}"
https://github.com/integeruser/CASIA-HWDB1.1-cnn/commit/073a6e3f21afb0b2cf4435c5c71f4ef71231cded#diff-06285c9e6069eab3acee6ea437c430a4R25,1,1,2,1,1,"{'num': 1, 'function': {'src/3-train_subset.py': []}}","{'add': {1: 1}, 'del': {1: 1}}"
https://github.com/pdasigi/onto-lstm/commit/6a9366604bbdd81ed06bf4151f7df00bc97f8c8e#diff-85a72c420fc0a2c9f4e9152a2a6e1819L26,2,1,3,1,2,"{'num': 1, 'function': {'test_ontolstm.py': []}}","{'add': {1: 2}, 'del': {1: 1}}"
https://github.com/pdasigi/onto-lstm/commit/a9143e1d1bd0d6a07b34dc4d37a1ad9ac73aba69#diff-c6b58779bdbc5a8180231d4d1734ab70R89,3,3,6,1,2,"{'num': 1, 'function': {'model_sentences.py': 'train'}}","{'add': {1: 1, 2: 1}, 'del': {1: 1, 2: 1}}"
https://github.com/heuritech/convnets-keras/commit/b1b472ccf59bfc3edb7ad033299875c905bf8e37#diff-5367d9ff9177c3915cd41d3cf2d9cdecL325,8,3,11,1,2,"{'num': 1, 'function': {'convnetskeras/convnets.py': ['preprocess_image_batch']}}","{'add': {7: 1, 1: 1}, 'del': {2: 1, 1: 1}}"
https://github.com/bwallace/rationale-CNN/commit/208d29fc16605278c7b8881e0d888bfdcbc4020e#diff-0ebda8e576a9e985c982e5740c020fbcL116,42,21,63,2,16,"{'num': 9, 'function': {'rationale_CNN.py': ['generate_sequences', 'generate_sentence_predictions', 'init_word_vectors', 'build_sentence_model', 'build_RA_CNN_model', 'build_sequences', 'train_sentence_model', 'build_simple_doc_model'], 'train_RA_CNN.py': ['train_CNN_rationales_model']}}","{'add': {1: 6, 7: 1, 6: 1, 2: 2, 3: 2, 13: 1}, 'del': {1: 7, 3: 1, 2: 3, 5: 1}}"
https://github.com/aejax/KerasRL/commit/037c9377b336e476c42f52c60f853ca0f887877b#diff-db544ef29c54b5e812d157321a284f15R73,75,36,111,4,25,"{'num': 6, 'function': {'agent.py': ['_get_batch', 'observe', '_get_history2'], 'atari_dqn.py': ['load', 'get_agent'], 'simple_dqn.py': ['get_agent']}}","{'add': {2: 1, 3: 3, 8: 1, 4: 3, 9: 1, 1: 12, 11: 1, 12: 1}, 'del': {1: 16, 2: 3, 6: 1, 5: 1, 3: 1}}"
https://github.com/katyprogrammer/regularization-experiment/commit/b93dd636c9075a9f88576b8ab3264d0aa0b62554#diff-d4ad403a7cc98fc7b761dae885446eedL135,1,2,3,1,2,"{'num': 1, 'function': {'go.py': ['main']}}","{'add': {1: 1}, 'del': {1: 2}}"
https://github.com/bstriner/keras-adversarial/commit/be9dbb76fb0544ac9e98c48acaaf0b2b60352e24#diff-02fec44961d889f6bd4bddbd1fc7a27cL38,2,2,4,1,2,"{'num': 1, 'function': {'examples/example_gan.py': ['model_discriminator']}}","{'add': {1: 2}, 'del': {1: 2}}"
https://github.com/bstriner/keras-adversarial/commit/91bafef18fee48be2d59d71f3269cc45efe21fde#diff-b455e6f9f202a17786f0f3bfaf9c3678L27,6,6,12,1,6,"{'num': 3, 'function': {'examples/example_gan_convolutional.py': ['model_generator', 'model_discriminator', 'dim_ordering_fix']}}","{'add': {1: 6}, 'del': {1: 6}}"
https://github.com/yumatsuoka/comp_DNNfw/commit/30e0973892bc344aa17cd36a63dc61a062ad93e4#diff-20812b062bb8d71be47e40c9c1212053L44,11,137,148,3,12,"{'num': 7, 'function': {'keras_cifar.py': [], 'keras_cifar10_allconvnet.py': [], 'keras_model.py': ['_residual_block', '_basic_block', 'allconvnet', '_conv_bn_relu', '_shortcut']}}","{'add': {1: 4, 2: 2, 3: 1}, 'del': {1: 7, 80: 1, 2: 2, 48: 1}}"
https://github.com/tuki0918/tf-classification/commit/3d0235b29fe315dc8accb44e548874f59c368e0f#diff-8e557b35b9582915bb19aa9646977b4eL20,10,10,20,2,9,"{'num': 2, 'function': {'src/predict.py': ['predict'], 'src/train.py': ['train']}}","{'add': {1: 8, 2: 1}, 'del': {1: 8, 2: 1}}"
