url	label	title	all_text	comments	merged	created_time	updated_time	closed_time
https://github.com/tensorflow/federated/pull/1412	['cla: yes']	Provide a nicer error if `tff.tf_computation` is called with a value	"Provide a nicer error if `tff.tf_computation` is called with a valueProvide a nicer error if `tff.tf_computation` is called with a value

This helps address the case where the user accidentally forgets the
`lambda: ...` part of `tff.tf_computation(lambda: 5)`."	1	True	2021-05-18 22:02:58	2021-05-18 23:26:37	2021-05-18 23:26:28
https://github.com/tensorflow/federated/pull/1399	['cla: no']	Add federated CelebA dataset (derived via LEAF) to TensorFlow Federated.	"Add federated CelebA dataset (derived via LEAF) to TensorFlow Federated.Add federated CelebA dataset (derived via LEAF) to TensorFlow Federated.
- CelebA dataset information: http://mmlab.ie.cuhk.edu.hk/projects/CelebA.html
- LEAF project information: https://leaf.cmu.edu/build/html/index.html
"	1	True	2021-05-14 17:03:38	2021-06-30 16:10:19	2021-06-30 16:10:16
https://github.com/tensorflow/federated/pull/1348	['cla: yes']	Adds Skip(0) call before FinalizeDataset in order to prevent placer from making an incorrect placement decision.	Adds Skip(0) call before FinalizeDataset in order to prevent placer from making an incorrect placement decision.Adds Skip(0) call before FinalizeDataset in order to prevent placer from making an incorrect placement decision.	1	True	2021-04-21 23:03:21	2021-04-23 03:41:19	2021-04-23 03:41:12
https://github.com/tensorflow/federated/pull/1343	['cla: yes']	Fix compression colab notebook to catch errors when cleaning a directory that doesn't exist.	"Fix compression colab notebook to catch errors when cleaning a directory that doesn't exist.Fix compression colab notebook to catch errors when cleaning a directory that doesn't exist.
"	1	True	2021-04-21 16:57:13	2021-04-21 23:04:14	2021-04-21 23:04:09
https://github.com/tensorflow/federated/pull/1253	['cla: no']	Fix tff.learning.dataset_reduce pytype and test.	"Fix tff.learning.dataset_reduce pytype and test.Fix tff.learning.dataset_reduce pytype and test.
"	1	True	2021-03-19 19:17:11	2021-03-19 21:28:03	2021-03-19 21:27:59
https://github.com/tensorflow/federated/pull/906	['cla: yes']	small fix: use bit size terms in compression tutorial	small fix: use bit size terms in compression tutorial	1	True	2020-09-13 06:07:19	2020-09-29 22:19:53	2020-09-29 22:19:53
https://github.com/tensorflow/federated/pull/856	['cla: yes']	fix: tf.random_uniform to tf.random.uniform	"fix: tf.random_uniform to tf.random.uniformA small fix for the demo on federated GANs to avoid using the deprecated API:
<img width=""883"" alt=""Screen Shot 2020-05-26 at 18 45 09"" src=""https://user-images.githubusercontent.com/17913919/82921432-09aaaf80-9f81-11ea-8655-0e72dd1235ea.png"">"	1	True	2020-05-26 15:48:47	2020-06-08 20:01:13	2020-06-08 20:01:13
https://github.com/tensorflow/federated/pull/839	['cla: yes']	Disable some of the tests on GPUs. This is a temporary workaround for a few bugs that we need TF to help with.	"Disable some of the tests on GPUs. This is a temporary workaround for a few bugs that we need TF to help with.Disable some of the tests on GPUs. This is a temporary workaround for a few bugs that we need TF to help with.
"	1	True	2020-04-29 18:47:22	2020-04-29 23:55:15	2020-04-29 22:12:54
https://github.com/tensorflow/federated/pull/811	['cla: yes']	Update deployment.md	Update deployment.mdFixed the broken link of ```tff.framework.Executor```.	2	True	2020-03-21 17:10:01	2020-03-23 18:15:58	2020-03-23 18:15:57
https://github.com/tensorflow/federated/pull/807	['cla: yes']	Fix unreachable code in federating & composing executors	"Fix unreachable code in federating & composing executorsAdd None as `getattr` default in `FederatingExecutor.create_call` & `ComposingExecutor.create_call`. This is necessary to reach the NotImplementedError for intrinsics that aren't supported by these executors.

Happy to add a test on request."	2	True	2020-03-17 21:10:20	2020-03-23 22:37:17	2020-03-23 22:37:17
https://github.com/tensorflow/federated/pull/757	['cla: yes']	fix: minor type	fix: minor type	2	True	2019-09-03 00:43:53	2019-09-04 23:47:53	2019-09-04 23:47:52
https://github.com/tensorflow/federated/pull/750	['cla: yes']	Minor fixes to datasets	Minor fixes to datasets	1	True	2019-08-22 20:10:34	2019-08-23 15:23:55	2019-08-23 15:23:55
https://github.com/tensorflow/federated/pull/706	['cla: no']	Fix LICENSE file to be a verbatim copy of https://www.apache.org/licenses/LICENSE-2.0.txt	Fix LICENSE file to be a verbatim copy of https://www.apache.org/licenses/LICENSE-2.0.txtFix LICENSE file to be a verbatim copy of https://www.apache.org/licenses/LICENSE-2.0.txt	1	True	2019-07-18 22:00:10	2019-08-14 16:13:28	2019-07-19 15:38:37
https://github.com/tensorflow/federated/pull/672	['cla: no']	Fix lint issues.	Fix lint issues.Fix lint issues.	1	True	2019-07-09 16:20:19	2019-08-14 16:13:16	2019-07-09 18:49:58
https://github.com/tensorflow/federated/pull/671	['cla: no']	Fix Python3 compatibility issues.	Fix Python3 compatibility issues.Fix Python3 compatibility issues.	1	True	2019-07-08 22:25:23	2019-08-14 16:13:16	2019-07-09 15:59:51
https://github.com/tensorflow/federated/pull/668	['cla: no']	Updates simulation tutorial for Jupyter (workaround for the asyncio bug).	Updates simulation tutorial for Jupyter (workaround for the asyncio bug).Updates simulation tutorial for Jupyter (workaround for the asyncio bug).	2	True	2019-07-08 07:12:10	2019-08-14 16:13:15	2019-07-08 16:24:46
https://github.com/tensorflow/federated/pull/667	['cla: no']	Bug fixes in the remote executor and service.	Bug fixes in the remote executor and service.Bug fixes in the remote executor and service.	2	True	2019-07-05 21:24:32	2019-08-14 16:13:14	2019-07-08 00:28:46
https://github.com/tensorflow/federated/pull/664	['cla: no']	Several bug fixes and MNIST tests in executors.	Several bug fixes and MNIST tests in executors.Several bug fixes and MNIST tests in executors.	1	True	2019-07-05 00:22:47	2019-08-14 16:13:13	2019-07-07 22:52:51
https://github.com/tensorflow/federated/pull/641	['cla: no']	Adds a local executor stack and a fix for zip in the federated executor.	Adds a local executor stack and a fix for zip in the federated executor.Adds a local executor stack and a fix for zip in the federated executor.	1	True	2019-07-02 01:53:37	2019-08-14 16:13:06	2019-07-02 03:27:17
https://github.com/tensorflow/federated/pull/640	['cla: no']	Fixes and integration of lambda executor with federated executor.	Fixes and integration of lambda executor with federated executor.Fixes and integration of lambda executor with federated executor.	1	True	2019-07-02 00:18:20	2019-08-14 16:13:05	2019-07-02 02:54:27
https://github.com/tensorflow/federated/pull/632	['cla: no']	Fixes processing of argument tuples and implements the minimal usable part of the remote executor (synchronous gRPC client for now).	Fixes processing of argument tuples and implements the minimal usable part of the remote executor (synchronous gRPC client for now).Fixes processing of argument tuples and implements the minimal usable part of the remote executor (synchronous gRPC client for now).	1	True	2019-06-27 19:48:06	2019-08-14 16:13:02	2019-06-27 21:28:56
https://github.com/tensorflow/federated/pull/631	['cla: no']	Fix missed link in compatibility section of readme.	Fix missed link in compatibility section of readme.Fix missed link in compatibility section of readme.	1	True	2019-06-27 19:04:12	2019-08-14 16:13:02	2019-06-27 19:40:10
https://github.com/tensorflow/federated/pull/623	['cla: no']	Fix lint warnings	Fix lint warningsFix lint warnings	1	True	2019-06-26 12:34:39	2019-08-14 16:12:58	2019-06-26 13:19:48
https://github.com/tensorflow/federated/pull/599	['cla: no']	Cleanup change, adding some debugging info and converters.	Cleanup change, adding some debugging info and converters.Cleanup change, adding some debugging info and converters.	1	True	2019-06-24 18:34:15	2019-08-14 16:12:52	2019-06-25 18:30:53
https://github.com/tensorflow/federated/pull/591	['cla: no']	Fix around weird unintended variable sharing in eager executor.	Fix around weird unintended variable sharing in eager executor.Fix around weird unintended variable sharing in eager executor.	1	True	2019-06-21 21:34:07	2019-08-14 16:12:50	2019-06-21 22:05:01
https://github.com/tensorflow/federated/pull/590	['cla: no']	Initializer fix to handle variables in eager executor.	Initializer fix to handle variables in eager executor.Initializer fix to handle variables in eager executor.	1	True	2019-06-21 07:59:01	2019-08-14 16:12:50	2019-06-21 14:07:11
https://github.com/tensorflow/federated/pull/572	['cla: no']	Fixes bug that transform_type_postorder was not calling itself.	Fixes bug that transform_type_postorder was not calling itself.Fixes bug that transform_type_postorder was not calling itself.	1	True	2019-06-14 00:50:52	2019-08-14 16:12:43	2019-06-14 22:37:24
https://github.com/tensorflow/federated/pull/571	['cla: no']	Fix bug in merging federated aggregates.	Fix bug in merging federated aggregates.Fix bug in merging federated aggregates.	1	True	2019-06-13 21:43:26	2019-08-14 16:12:41	2019-06-15 04:59:52
https://github.com/tensorflow/federated/pull/562	['cla: no']	Adds tests that exercise Dataset.reduce() after a fix to TF's wrap_function().	Adds tests that exercise Dataset.reduce() after a fix to TF's wrap_function().Adds tests that exercise Dataset.reduce() after a fix to TF's wrap_function().	1	True	2019-06-11 21:24:21	2019-08-14 16:12:39	2019-06-18 15:50:13
https://github.com/tensorflow/federated/pull/536	['cla: no']	Extend error message to include the list of placements received by tff.federated_zip()	Extend error message to include the list of placements received by tff.federated_zip()Extend error message to include the list of placements received by tff.federated_zip()	1	True	2019-06-04 21:15:30	2019-08-14 16:12:31	2019-06-05 01:05:33
https://github.com/tensorflow/federated/pull/532	['cla: no']	Fix CODE_URL_PREFIX for generated API docs and regenerate markdown.	Fix CODE_URL_PREFIX for generated API docs and regenerate markdown.Fix CODE_URL_PREFIX for generated API docs and regenerate markdown.	1	True	2019-06-03 22:39:45	2019-08-14 16:12:30	2019-06-03 22:50:36
https://github.com/tensorflow/federated/pull/529	['cla: no']	Fix test assertions in graph_utils_test.	Fix test assertions in graph_utils_test.Fix test assertions in graph_utils_test.	1	True	2019-06-03 22:14:35	2019-08-14 16:12:30	2019-06-04 15:08:00
https://github.com/tensorflow/federated/pull/518	['cla: no']	Clean-up bug TODO now that TFF has moved pased TF 1.13	Clean-up bug TODO now that TFF has moved pased TF 1.13Clean-up bug TODO now that TFF has moved pased TF 1.13	2	True	2019-05-31 22:50:05	2019-08-14 16:12:25	2019-05-31 23:03:19
https://github.com/tensorflow/federated/pull/515	['cla: no']	Removes workaround for old bug in federated_evaluation.	Removes workaround for old bug in federated_evaluation.Removes workaround for old bug in federated_evaluation.	1	True	2019-05-31 17:03:25	2019-05-31 19:48:10	2019-05-31 18:05:59
https://github.com/tensorflow/federated/pull/511	['cla: no']	Fix bug in `merge_tuple_intrinsics`.	Fix bug in `merge_tuple_intrinsics`.Fix bug in `merge_tuple_intrinsics`.	1	True	2019-05-31 01:33:14	2019-05-31 19:48:09	2019-05-31 19:07:59
https://github.com/tensorflow/federated/pull/510	['cla: no']	Flips parameterized.parameters for parameterized.named_parameters in	"Flips parameterized.parameters for parameterized.named_parameters inFlips parameterized.parameters for parameterized.named_parameters in
python/learning."	1	True	2019-05-30 23:42:09	2019-05-31 19:48:08	2019-05-31 17:18:11
